,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
10189,39,1,52870,15,9,1,13,1,1,0,0,0,40,28,0
10190,40,5,316820,0,4,1,0,1,1,0,4064,0,40,28,1
10191,38,6,200153,2,12,0,14,3,1,0,0,0,40,28,1
10192,59,5,453067,1,10,1,14,1,1,0,0,0,36,28,0
10193,51,8,27166,15,9,1,7,1,1,0,0,0,40,28,1
10194,19,5,299598,15,9,0,9,5,1,0,0,0,16,28,1
10195,23,5,122048,15,9,0,3,3,1,1,0,0,40,28,1
10196,31,5,345277,4,13,5,14,3,1,1,0,0,40,28,1
10197,42,5,113147,2,12,1,14,1,4,0,0,0,40,28,1
10198,43,5,34007,15,9,1,13,1,1,0,0,0,40,28,0
10199,45,5,255014,1,10,1,13,1,1,0,0,0,55,28,0
10200,34,5,152667,1,10,1,3,1,1,0,0,0,35,28,1
10201,21,5,231053,15,9,0,3,5,1,0,0,0,30,28,1
10202,34,5,103651,1,10,1,8,1,1,0,0,0,40,28,0
10203,55,0,124137,1,10,1,0,1,1,0,0,0,40,28,0
10204,30,5,198183,6,11,0,14,3,1,1,0,0,40,28,1
10205,29,5,183627,15,9,1,3,1,1,0,3137,0,48,9,1
10206,19,5,466458,1,10,0,2,5,1,1,0,0,20,28,1
10207,45,1,114396,4,13,5,14,3,1,0,0,0,35,28,1
10208,42,5,186376,4,13,1,5,1,3,0,0,0,72,38,0
10209,32,5,290964,4,13,0,0,3,1,1,0,1590,40,28,1
10210,90,1,282095,1,10,1,12,1,1,0,0,0,40,28,1
10211,44,4,244974,4,13,1,1,1,1,0,0,0,44,28,0
10212,34,1,114691,15,9,1,14,1,1,0,0,0,40,28,0
10213,35,5,107160,9,8,2,5,3,1,1,0,0,30,28,1
10214,39,1,142573,1,10,0,13,3,1,0,0,0,25,28,1
10215,29,5,203833,4,13,0,14,3,4,0,0,0,40,28,1
10216,24,5,47791,15,9,0,5,0,1,1,0,0,32,28,1
10217,49,5,133729,1,10,1,5,1,1,0,0,0,17,28,1
10218,52,1,135339,1,10,1,13,1,3,0,0,0,40,36,0
10219,54,5,135803,4,13,1,8,1,3,0,15024,0,60,30,0
10220,31,5,128591,5,5,5,11,3,1,0,0,0,40,28,1
10221,44,5,133853,1,10,5,8,3,1,1,0,0,50,28,1
10222,18,3,137363,1,10,0,10,5,1,1,0,0,30,28,1
10223,27,1,243569,15,9,1,0,1,1,0,0,0,40,28,1
10224,24,5,119156,15,9,0,9,5,1,0,0,0,40,28,1
10225,30,5,391114,15,9,1,9,1,1,0,0,0,60,28,1
10226,27,5,252506,1,10,5,8,5,1,1,0,0,40,28,1
10227,34,4,117503,4,13,1,2,1,1,0,0,0,20,35,1
10228,25,4,117833,1,10,1,8,2,1,1,0,0,19,28,1
10229,39,5,294183,15,9,5,8,0,1,1,0,0,40,28,1
10230,28,5,394927,1,10,1,7,1,1,0,0,0,40,28,0
10231,51,1,259323,15,9,1,13,1,1,0,0,0,70,28,1
10232,21,3,207988,15,9,1,10,4,1,1,0,0,35,28,1
10233,33,5,96635,1,10,0,0,3,3,0,0,0,26,30,1
10234,27,5,192283,6,11,0,9,5,1,1,0,0,38,28,1
10235,29,5,214881,15,9,0,8,3,1,0,0,0,40,28,1
10236,33,4,167474,13,6,1,9,1,1,0,0,0,40,28,1
10237,37,5,110713,15,9,1,0,1,1,0,0,0,50,28,0
10238,20,5,201204,15,9,0,9,5,1,0,0,0,40,28,1
10239,24,5,197666,4,13,0,8,3,1,1,0,0,40,28,1
10240,29,5,162002,15,9,0,5,5,1,1,0,0,35,28,1
10241,31,5,263561,4,13,1,8,1,1,0,0,2246,45,28,0
10242,41,5,224799,1,10,1,13,1,1,0,0,0,40,28,1
10243,42,1,89942,1,10,1,13,1,1,0,0,0,40,28,1
10244,20,5,238685,1,10,0,0,3,1,1,0,0,30,28,1
10245,54,5,38795,5,5,2,13,0,1,0,0,0,40,28,1
10246,55,5,90414,4,13,3,13,0,1,1,0,0,55,9,1
10247,21,5,190805,15,9,1,9,1,1,0,0,0,32,28,1
10248,52,5,23780,6,11,1,8,1,1,0,0,1977,45,28,0
10249,19,5,285263,15,9,0,2,5,1,0,0,0,40,28,1
10250,33,5,177331,6,11,1,13,1,4,0,0,0,40,28,1
10251,22,5,347530,15,9,2,5,0,4,1,0,0,35,28,1
10252,59,5,230039,15,9,0,8,0,1,1,0,625,38,28,1
10253,17,3,210547,13,6,0,10,5,1,0,0,0,40,28,1
10254,31,5,204752,9,8,0,0,5,1,0,0,0,32,28,1
10255,74,1,104001,15,9,1,0,1,1,0,0,0,40,28,0
10256,45,5,253116,13,6,5,5,0,4,1,0,0,40,28,1
10257,36,5,169037,15,9,0,2,3,1,1,0,0,40,28,1
10258,35,0,202027,1,10,5,8,3,1,0,0,0,60,28,1
10259,45,5,170099,1,10,5,13,3,1,0,0,0,40,28,1
10260,42,1,212847,15,9,0,12,5,1,0,0,0,85,28,1
10261,50,4,307392,11,14,5,14,0,1,1,0,0,40,28,1
10262,39,5,233428,15,9,5,8,4,1,1,0,0,40,28,1
10263,44,5,355728,1,10,2,8,3,1,0,0,1980,45,22,1
10264,52,5,177995,8,2,1,12,1,1,0,0,0,56,27,0
10265,24,5,283613,4,13,0,14,3,1,0,0,0,43,28,1
10266,56,0,184598,5,5,1,11,1,1,0,0,0,99,28,1
10267,27,5,185647,15,9,1,3,1,1,0,0,0,50,28,0
10268,47,0,192894,4,13,1,8,1,1,0,0,1902,45,28,0
10269,40,1,284706,10,15,1,14,1,0,0,0,1977,60,28,0
10270,38,5,179579,15,9,0,14,3,1,0,0,0,40,28,1
10271,27,5,131679,6,11,5,0,3,1,1,0,0,40,28,1
10272,52,5,132973,15,9,5,2,0,1,1,0,0,38,28,1
10273,22,5,154713,15,9,5,0,5,1,0,0,0,40,28,1
10274,41,5,121718,1,10,1,13,1,1,0,0,0,40,35,1
10275,30,5,255279,15,9,5,2,0,1,1,0,0,20,28,1
10276,55,5,202559,4,13,1,5,4,3,0,0,0,35,38,1
10277,25,5,123095,1,10,0,2,5,1,0,0,1590,40,28,1
10278,32,5,153326,4,13,1,14,4,1,0,0,0,40,28,1
10279,28,5,75695,1,10,2,5,3,1,1,0,0,60,28,1
10280,33,0,206609,15,9,1,8,1,1,0,0,0,50,28,1
10281,17,5,234780,15,9,0,12,5,4,0,0,0,40,28,1
10282,27,5,178778,15,9,1,11,1,1,0,0,0,40,28,1
10283,55,5,171355,6,11,1,3,1,1,0,0,0,20,28,1
10284,63,8,95680,1,10,1,7,1,1,0,0,0,18,28,0
10285,39,5,196673,15,9,1,5,2,1,1,5013,0,40,28,1
10286,51,8,73670,7,16,1,14,1,1,0,4386,0,52,28,0
10287,67,1,139960,0,4,1,13,1,1,0,0,0,40,28,1
10288,41,0,397280,4,13,1,8,1,1,0,0,0,72,36,1
10289,27,5,60374,15,9,4,13,0,1,1,0,1594,26,28,1
10290,54,5,421561,11,14,1,8,1,1,0,0,0,45,28,0
10291,59,5,245196,13,6,1,11,1,4,0,0,0,40,28,0
10292,18,5,27620,15,9,0,2,3,1,1,0,0,25,28,1
10293,19,5,187570,15,9,0,13,5,1,0,0,0,20,28,1
10294,31,5,102884,15,9,1,3,1,1,0,0,0,50,28,1
10295,17,5,228399,12,7,0,5,5,1,1,0,0,7,28,1
10296,42,5,340234,15,9,1,7,1,3,0,15024,0,40,28,0
10297,37,5,176293,1,10,3,14,3,1,1,0,0,30,28,1
10298,51,6,108435,15,9,1,13,1,1,0,0,0,40,28,1
10299,48,5,161187,15,9,0,2,3,1,1,2463,0,40,28,1
10300,23,5,278391,15,9,0,11,5,1,0,0,0,40,28,1
10301,27,5,157941,6,11,1,0,1,1,0,0,0,45,28,1
10302,25,5,182866,15,9,0,9,5,1,0,0,0,40,28,1
10303,69,5,370888,2,12,5,2,3,1,1,2964,0,6,0,1
10304,30,5,206512,4,13,0,8,3,1,0,0,0,44,28,1
10305,33,5,357954,15,9,1,9,1,1,0,0,0,35,26,1
10306,28,5,189346,15,9,0,9,5,1,0,0,0,48,28,1
10307,45,5,234652,3,3,1,3,1,1,0,0,0,40,27,1
10308,25,5,113436,1,10,0,2,5,1,0,0,0,15,28,1
10309,37,5,204145,6,11,1,13,1,1,0,0,0,45,28,0
10310,59,5,157305,14,1,0,3,3,1,0,0,0,40,39,1
10311,26,5,104045,15,9,0,5,5,1,1,0,0,30,28,1
10312,48,5,280422,1,10,2,5,3,1,1,0,0,25,24,1
10313,64,8,173754,15,9,1,2,1,1,0,0,0,40,28,1
10314,39,5,211154,4,13,1,7,1,1,0,0,0,50,28,1
10315,24,5,321435,4,13,0,2,3,1,0,0,0,40,28,1
10316,40,4,177083,11,14,0,8,3,1,1,0,0,35,28,1
10317,46,5,178829,11,14,3,8,3,1,0,0,0,70,28,0
10318,35,8,287658,1,10,1,1,1,4,0,0,0,40,28,0
10319,43,5,209894,15,9,1,2,2,1,1,0,0,40,28,0
10320,31,5,334744,15,9,2,11,3,1,0,0,0,40,28,1
10321,22,5,306967,1,10,0,2,3,1,1,0,0,25,28,1
10322,35,5,52187,1,10,0,5,3,1,0,0,0,30,28,1
10323,35,5,101978,15,9,2,11,3,1,0,0,0,50,28,1
10324,35,4,483530,1,10,5,7,0,1,1,0,0,40,28,1
10325,40,5,77357,10,15,1,14,1,1,0,0,0,40,28,0
10326,50,5,149770,11,14,0,14,0,1,1,0,0,40,28,1
10327,48,1,328606,10,15,5,14,0,1,0,14084,0,63,28,0
10328,70,3,172652,11,14,1,10,1,1,0,0,0,8,28,1
10329,46,5,188293,15,9,5,2,3,1,1,0,0,40,28,1
10330,36,5,116608,15,9,5,3,0,1,1,0,0,38,28,1
10331,37,4,348960,4,13,1,14,1,1,0,0,0,36,28,0
10332,24,5,329530,5,5,1,0,1,1,0,0,0,45,27,1
10333,47,6,93476,4,13,2,14,3,1,1,0,0,70,28,1
10334,35,1,195744,15,9,5,13,3,1,0,0,0,50,28,1
10335,43,5,125833,4,13,1,2,1,3,0,0,0,40,18,1
10336,18,4,191117,12,7,0,5,5,1,0,0,0,20,28,1
10337,54,5,311020,15,9,1,5,1,1,0,0,0,50,28,1
10338,62,5,210464,15,9,0,5,4,4,1,0,0,38,28,1
10339,36,5,135289,4,13,1,13,1,1,0,0,0,48,28,0
10340,27,5,156266,5,5,1,12,1,0,0,0,0,40,28,1
10341,23,5,154210,1,10,0,2,4,3,0,0,0,14,21,1
10342,61,3,160625,4,13,1,10,1,1,0,4386,0,15,28,0
10343,39,1,331481,4,13,5,13,3,4,0,0,1669,60,36,1
10344,33,1,249249,3,3,1,13,1,1,0,0,0,50,28,0
10345,28,5,261725,8,2,0,3,3,1,1,0,0,40,27,1
10346,22,5,239612,15,9,0,2,5,1,0,0,0,20,28,1
10347,31,1,226696,6,11,1,12,1,1,0,0,0,60,28,0
10348,26,5,190330,4,13,0,5,3,1,0,0,0,30,28,1
10349,44,5,193755,4,13,5,8,3,1,0,0,0,50,28,0
10350,73,5,192740,4,13,1,14,1,1,0,0,0,30,28,1
10351,44,5,201924,4,13,5,0,0,1,1,0,0,35,28,1
10352,35,5,77146,6,11,5,8,3,1,0,0,0,45,28,1
10353,33,5,126414,4,13,1,5,2,1,1,0,0,40,36,1
10354,27,5,43652,4,13,0,2,3,1,1,0,0,40,28,1
10355,47,8,227244,4,13,1,1,1,4,0,0,0,50,28,0
10356,29,5,160731,15,9,1,13,1,1,0,0,0,45,28,0
10357,33,5,287878,1,10,1,5,2,1,1,0,0,26,28,1
10358,50,5,166758,1,10,5,5,3,1,1,0,0,15,28,1
10359,32,5,183811,15,9,1,9,1,1,0,2829,0,40,28,1
10360,41,1,254818,11,14,5,9,0,1,0,0,0,40,24,1
10361,19,3,220517,1,10,0,10,5,1,1,0,0,35,28,1
10362,45,5,295046,15,9,1,0,1,1,0,0,0,60,28,0
10363,65,5,190568,15,9,4,2,3,1,1,0,810,36,28,1
10364,42,4,211915,1,10,2,7,0,1,1,0,0,40,28,1
10365,33,1,295621,4,13,1,14,1,4,0,0,0,25,28,0
10366,32,5,204567,4,13,1,0,1,1,0,99999,0,60,28,0
10367,42,5,204235,1,10,1,14,1,1,0,0,0,40,28,0
10368,49,5,186982,1,10,2,8,3,1,1,0,0,45,28,0
10369,38,5,133586,15,9,1,1,5,1,0,0,0,45,28,1
10370,38,5,165930,1,10,1,8,1,1,0,0,0,50,28,1
10371,37,5,164898,1,10,1,13,1,1,0,0,0,52,28,1
10372,24,5,278155,1,10,0,3,3,1,0,0,0,30,28,1
10373,27,1,115705,1,10,0,0,3,1,0,0,0,50,28,1
10374,25,5,150553,5,5,3,2,0,3,1,0,0,40,18,1
10375,29,5,185127,15,9,1,0,1,1,0,0,0,50,28,1
10376,46,5,201595,15,9,1,11,1,1,0,0,0,70,28,1
10377,44,0,165815,15,9,1,11,1,1,0,0,0,96,28,1
10378,26,5,102420,4,13,0,0,3,3,1,0,0,40,30,1
10379,46,6,344172,2,12,1,1,1,1,0,0,0,49,28,0
10380,38,5,222450,1,10,2,8,0,1,0,0,0,40,28,1
10381,38,5,212245,1,10,1,13,1,1,0,0,0,40,28,1
10382,22,4,190625,4,13,1,8,1,1,0,0,0,20,28,1
10383,33,5,203488,1,10,5,0,3,1,0,0,0,40,28,1
10384,50,5,304260,2,12,5,2,3,3,0,0,0,40,28,1
10385,31,6,243665,15,9,1,1,1,1,0,0,0,41,28,0
10386,26,1,189238,1,10,0,14,3,1,1,0,0,4,27,1
10387,42,5,77373,1,10,1,9,1,1,0,0,0,38,28,1
10388,27,5,410351,15,9,1,13,1,1,0,0,0,40,28,1
10389,34,5,36385,11,14,1,14,1,1,0,0,0,45,28,0
10390,64,5,110150,15,9,1,1,1,1,0,0,0,40,28,1
10391,43,5,198316,1,10,1,13,1,1,0,0,0,40,28,1
10392,39,5,127772,15,9,1,13,1,1,0,0,0,40,28,1
10393,47,1,199058,10,15,0,14,3,1,0,0,0,40,28,0
10394,56,5,285730,11,14,0,14,3,1,0,0,0,66,28,1
10395,25,6,334133,11,14,0,14,5,1,0,0,0,20,28,1
10396,60,4,97030,4,13,5,8,3,1,1,0,0,35,28,1
10397,52,5,67090,15,9,1,0,1,1,0,0,0,44,28,1
10398,43,5,397963,15,9,5,9,3,1,0,594,0,16,28,1
10399,46,5,182533,4,13,0,2,0,3,1,0,0,40,38,1
10400,19,5,560804,1,10,0,2,5,1,1,0,0,30,28,1
10401,56,5,365050,0,4,0,12,0,4,1,0,0,20,28,1
10402,22,5,110200,4,13,0,14,3,1,0,0,0,40,28,1
10403,28,5,150025,12,7,0,13,3,1,0,0,0,40,36,1
10404,39,5,299828,3,3,2,0,0,4,1,0,0,30,21,1
10405,28,5,109282,1,10,5,14,3,1,0,0,0,40,28,1
10406,31,5,103435,4,13,1,0,1,1,0,0,0,50,28,0
10407,22,5,34747,15,9,0,5,5,1,1,0,0,35,28,1
10408,39,5,137522,15,9,1,3,1,3,0,0,0,40,36,0
10409,39,5,286789,4,13,1,8,1,1,0,0,0,40,28,0
10410,28,1,211032,12,7,0,13,3,1,0,0,0,40,27,1
10411,67,3,192916,15,9,1,10,1,1,0,3818,0,11,28,1
10412,31,5,219318,15,9,0,2,0,1,1,0,0,35,21,1
10413,50,5,112873,4,13,1,0,1,1,0,0,0,40,28,1
10414,34,5,36069,15,9,1,13,1,1,0,3908,0,46,28,1
10415,48,5,73434,15,9,1,2,2,1,1,0,0,40,0,0
10416,51,5,200576,4,13,5,2,3,1,1,0,0,40,28,1
10417,54,5,172962,15,9,1,0,1,1,0,0,0,40,28,1
10418,44,5,44006,6,11,5,11,3,1,0,0,0,40,28,1
10419,20,5,234474,1,10,0,0,5,4,1,0,0,20,28,1
10420,37,5,212826,15,9,1,5,1,4,0,0,0,40,28,1
10421,38,5,234901,1,10,1,14,1,1,0,0,0,40,28,1
10422,59,8,200700,2,12,1,12,1,4,0,0,0,40,28,1
10423,59,1,41258,4,13,1,14,1,1,0,0,0,50,28,1
10424,51,5,249644,1,10,5,13,3,1,0,0,0,48,28,0
10425,60,3,230165,4,13,1,10,1,4,0,0,0,40,28,1
10426,29,5,351731,1,10,1,14,1,1,0,0,0,40,28,1
10427,37,5,114765,1,10,0,3,3,1,1,0,0,40,28,1
10428,42,5,349884,13,6,1,13,1,1,0,0,0,35,28,1
10429,28,0,204247,4,13,1,14,1,1,0,0,0,50,28,0
10430,34,5,143392,15,9,0,0,5,1,1,0,0,40,28,1
10431,50,1,37913,4,13,1,8,1,1,0,0,0,40,35,0
10432,22,0,150683,15,9,0,3,5,1,0,0,0,24,28,1
10433,27,5,207611,15,9,0,5,3,1,1,0,0,52,28,1
10434,45,4,319666,10,15,5,14,0,1,1,0,0,43,28,1
10435,39,5,155961,15,9,5,2,0,4,1,0,0,38,28,1
10436,25,6,117833,4,13,0,14,3,1,1,0,0,35,28,1
10437,63,3,447079,15,9,0,10,3,1,0,0,0,15,28,1
10438,24,0,142404,4,13,1,8,1,1,0,0,0,40,28,0
10439,18,5,155752,15,9,0,3,3,1,1,0,0,30,28,1
10440,19,3,252292,15,9,0,10,5,1,0,0,0,40,28,1
10441,23,5,111450,9,8,0,5,0,4,0,0,0,38,28,1
10442,20,5,528616,3,3,0,5,4,1,0,0,0,40,27,1
10443,17,1,228786,13,6,0,5,5,1,1,0,0,24,28,1
10444,63,0,80572,4,13,1,12,1,1,0,0,0,40,28,0
10445,28,6,180271,4,13,1,9,1,1,0,0,0,65,28,0
10446,51,8,237819,4,13,1,14,1,1,0,0,0,50,28,0
10447,29,5,157612,4,13,0,0,3,1,1,3325,0,45,28,1
10448,64,5,379062,1,10,4,2,0,1,1,0,0,12,28,1
10449,17,5,191910,13,6,0,5,5,1,0,0,0,25,28,1
10450,45,6,326064,1,10,5,2,0,4,1,6497,0,35,28,1
10451,18,5,312353,9,8,0,5,5,4,0,0,0,20,28,1
10452,31,6,213307,15,9,0,2,5,1,1,0,0,40,28,1
10453,48,1,209057,4,13,3,0,5,1,0,0,0,50,28,0
10454,41,5,340148,1,10,0,14,3,1,1,0,0,45,28,1
10455,65,5,154171,10,15,1,14,1,1,0,20051,0,60,28,0
10456,27,5,94064,6,11,5,3,3,1,0,0,0,40,28,1
10457,39,5,119098,6,11,1,8,1,1,0,0,0,40,28,1
10458,51,1,388496,1,10,5,13,3,1,0,0,0,8,21,0
10459,49,5,181363,11,14,1,8,1,1,0,0,0,45,28,0
10460,58,3,210031,15,9,5,10,0,1,0,0,0,40,28,1
10461,36,5,206951,4,13,1,0,1,1,0,0,1902,45,28,0
10462,25,5,485496,15,9,0,3,3,4,1,0,0,40,28,1
10463,41,5,210259,1,10,5,2,0,4,1,0,0,37,28,1
10464,31,5,118551,5,5,5,2,3,1,1,0,0,40,28,1
10465,63,5,180911,12,7,1,1,1,1,0,4386,0,37,28,0
10466,50,4,242517,4,13,5,8,3,1,1,0,0,40,28,1
10467,63,5,298113,1,10,5,5,3,1,0,0,0,40,28,1
10468,44,1,277783,11,14,0,12,5,1,0,0,0,99,28,1
10469,48,5,155862,15,9,5,11,3,1,0,0,0,65,28,1
10470,51,1,171924,1,10,1,0,1,1,0,0,0,50,28,1
10471,18,5,243900,15,9,0,2,5,1,1,0,0,15,28,1
10472,23,5,231160,1,10,0,5,5,1,0,0,0,25,28,1
10473,31,5,356882,15,9,1,3,1,1,0,5013,0,40,28,1
10474,38,5,49020,15,9,1,13,1,1,0,0,0,40,28,1
10475,19,3,105460,1,10,0,10,5,1,0,0,0,20,22,1
10476,56,5,157749,1,10,1,12,1,1,0,0,0,60,28,0
10477,31,5,131568,0,4,5,11,0,1,0,0,0,20,28,1
10478,46,5,332355,1,10,1,2,1,1,0,0,0,40,28,1
10479,39,5,204501,11,14,1,8,1,1,0,0,0,50,28,0
10480,56,6,305767,15,9,1,5,1,3,0,0,0,40,4,1
10481,31,5,129761,15,9,0,8,0,1,1,0,0,40,28,1
10482,42,0,130126,4,13,1,14,1,1,0,0,1977,40,28,0
10483,53,5,102828,15,9,1,8,1,1,0,0,0,35,28,0
10484,18,5,160984,12,7,0,5,5,1,1,0,0,15,28,1
10485,18,3,255282,12,7,0,10,5,4,0,0,1602,48,28,1
10486,20,3,346341,1,10,0,10,3,1,1,0,0,35,28,1
10487,27,5,285897,15,9,1,14,1,1,0,0,1848,45,28,0
10488,31,5,356689,4,13,0,12,3,1,0,0,0,40,28,1
10489,52,8,192386,11,14,1,8,1,1,0,5013,0,40,28,1
10490,46,5,394860,15,9,1,5,1,1,0,0,0,40,28,1
10491,30,5,113129,1,10,0,5,3,1,0,0,0,24,28,1
10492,26,5,55929,4,13,0,5,3,1,1,0,0,40,28,1
10493,48,6,177018,11,14,1,14,1,1,0,0,0,50,28,0
10494,37,5,161141,1,10,1,13,1,1,0,0,0,40,28,0
10495,29,5,309463,5,5,1,13,1,1,0,0,0,40,28,1
10496,49,5,165468,15,9,1,8,1,1,0,7688,0,55,28,0
10497,24,5,49218,15,9,5,3,3,1,0,0,0,40,28,1
10498,74,1,119129,15,9,1,0,1,1,0,0,2149,20,28,1
10499,56,1,162130,3,3,1,8,1,1,0,0,1887,67,28,0
10500,39,8,129573,4,13,0,2,3,1,0,0,1741,40,28,1
10501,21,5,306850,15,9,0,11,5,1,0,0,0,40,28,1
10502,29,5,135296,4,13,0,8,3,1,1,0,2258,45,28,0
10503,43,1,187322,15,9,5,5,0,1,0,0,0,45,28,1
10504,23,5,55674,4,13,0,1,3,1,1,2907,0,40,28,1
10505,26,5,148298,15,9,0,8,3,1,1,0,0,50,28,1
10506,47,5,34845,15,9,1,11,1,1,0,0,0,60,28,1
10507,27,5,200733,15,9,1,3,1,1,0,0,0,55,28,1
10508,45,5,191858,15,9,1,3,1,1,0,0,0,45,28,0
10509,30,5,425528,15,9,0,1,5,1,0,0,0,70,28,1
10510,35,5,44780,1,10,1,2,2,1,1,7688,0,20,28,0
10511,33,5,125856,15,9,1,13,1,1,0,0,0,40,28,1
10512,37,5,100508,15,9,1,13,1,1,0,0,0,40,28,0
10513,21,5,148294,15,9,0,12,5,1,0,0,0,20,28,1
10514,42,5,39324,15,9,1,0,1,1,0,0,0,40,28,1
10515,48,8,147397,15,9,1,2,1,1,0,0,0,36,28,1
10516,46,5,24728,15,9,0,13,3,1,1,0,0,48,28,1
10517,36,5,177616,3,3,2,3,3,1,1,0,0,40,28,1
10518,54,5,163826,15,9,0,14,3,1,0,0,0,40,28,1
10519,25,5,199947,15,9,1,2,2,1,1,0,0,40,28,1
10520,26,6,386949,15,9,5,2,0,1,1,0,0,25,28,1
10521,36,0,116133,15,9,1,11,1,1,0,0,0,57,28,1
10522,56,1,196307,4,13,0,14,3,1,0,0,0,20,28,1
10523,37,5,177181,15,9,1,13,1,1,0,0,0,40,28,1
10524,26,5,324854,4,13,0,14,3,1,1,0,0,40,28,0
10525,23,5,188505,4,13,0,5,5,1,1,0,0,25,28,1
10526,23,4,502316,4,13,0,14,3,1,1,0,0,40,28,1
10527,41,4,26892,4,13,0,2,3,1,0,0,0,40,28,1
10528,55,5,102058,4,13,1,8,1,1,0,0,0,50,28,0
10529,39,5,167728,4,13,1,8,1,1,0,0,0,40,28,0
10530,67,6,233681,2,12,1,8,1,1,0,0,0,35,28,1
10531,60,5,26756,15,9,4,0,3,1,1,0,0,50,28,1
10532,54,5,101890,15,9,4,0,0,1,1,0,0,40,28,1
10533,38,5,192337,11,14,1,14,1,1,0,0,0,40,22,0
10534,47,5,340982,1,10,1,3,1,3,0,3103,0,40,38,0
10535,49,4,102308,4,13,1,14,1,1,0,0,0,42,28,0
10536,19,5,84747,15,9,0,0,5,1,1,0,0,24,28,1
10537,20,5,197752,1,10,0,13,0,1,0,0,0,40,28,1
10538,66,5,185336,15,9,4,0,4,1,1,0,0,35,28,1
10539,22,3,289984,1,10,0,10,3,4,1,0,0,25,28,1
10540,51,1,125417,11,14,1,8,1,1,0,0,0,42,28,0
10541,19,5,278480,1,10,0,8,3,1,0,0,0,40,28,1
10542,36,5,146412,1,10,5,2,0,1,1,0,0,40,28,1
10543,33,5,193042,15,9,1,11,1,1,0,0,0,60,28,0
10544,41,5,53956,4,13,5,0,3,1,0,0,1980,56,28,1
10545,90,5,175491,15,9,1,13,1,1,0,9386,0,50,37,0
10546,78,3,33186,0,4,1,10,1,1,0,0,0,60,28,1
10547,36,5,144154,15,9,5,8,3,1,1,0,0,40,28,1
10548,30,5,194901,10,15,5,0,5,1,0,0,0,55,28,1
10549,35,5,335777,1,10,5,8,3,1,0,0,0,40,27,1
10550,46,5,139268,11,14,1,8,1,1,0,0,0,45,28,0
10551,38,5,33887,15,9,0,3,4,1,0,0,0,40,28,1
10552,24,5,283613,4,13,1,14,1,1,0,0,0,40,28,1
10553,40,5,141245,4,13,1,5,2,1,1,0,0,40,21,1
10554,49,5,298130,0,4,1,3,1,1,0,0,0,40,28,1
10555,19,5,186096,15,9,0,5,5,4,0,0,0,30,28,1
10556,77,5,187656,1,10,4,6,3,1,1,0,0,20,28,1
10557,46,5,102308,15,9,1,9,1,1,0,0,0,56,28,0
10558,41,5,124639,1,10,2,13,3,4,0,0,0,40,28,1
10559,28,5,388112,8,2,0,12,0,1,0,0,0,77,27,1
10560,21,5,109952,15,9,1,13,1,1,0,0,0,40,28,1
10561,24,5,164529,9,8,0,12,5,4,0,0,0,40,28,1
10562,36,5,247750,15,9,1,11,1,4,0,0,0,45,28,1
10563,23,4,103588,1,10,0,2,5,1,0,0,0,25,28,1
10564,38,8,248919,15,9,1,11,1,1,0,0,2051,40,28,1
10565,29,1,178551,15,9,1,13,1,1,0,0,0,40,28,1
10566,38,5,136137,1,10,1,8,4,1,0,0,0,50,28,0
10567,47,8,55377,4,13,0,2,0,4,0,0,0,40,28,0
10568,39,6,177728,11,14,5,14,3,1,1,0,0,40,28,1
10569,40,6,243580,4,13,1,14,1,1,0,0,0,48,28,1
10570,21,3,188535,1,10,0,10,5,1,0,0,0,40,28,1
10571,32,5,63910,15,9,5,2,5,3,1,0,0,40,28,1
10572,23,5,219535,15,9,0,8,5,1,0,0,0,40,28,1
10573,44,4,180609,15,9,1,1,1,1,0,0,0,40,28,1
10574,37,5,59313,1,10,2,5,3,4,0,0,0,40,36,1
10575,70,5,170428,4,13,4,14,0,1,1,0,0,20,21,1
10576,51,5,102615,11,14,1,1,1,1,0,0,1977,40,28,0
10577,66,5,193132,5,5,2,5,3,4,1,0,0,30,28,1
10578,57,0,124137,1,10,1,8,1,1,0,0,0,40,28,1
10579,36,5,136629,1,10,1,3,1,1,0,0,0,40,28,0
10580,48,0,148995,4,13,5,0,3,1,0,0,0,60,28,0
10581,24,3,203076,15,9,1,10,1,1,0,0,0,40,28,1
10582,51,5,63424,11,14,1,14,2,1,1,0,0,40,28,0
10583,43,5,241895,4,13,1,8,1,1,0,0,0,50,28,0
10584,27,5,266973,15,9,1,13,1,1,0,0,0,60,28,1
10585,32,5,188048,4,13,0,2,5,1,1,0,0,40,28,1
10586,20,5,366929,1,10,0,2,5,1,1,0,0,35,28,1
10587,33,5,214129,1,10,5,2,3,1,1,0,0,40,28,1
10588,19,5,250818,1,10,0,2,3,1,0,0,0,40,28,1
10589,32,6,240979,1,10,1,13,1,1,0,0,0,60,28,0
10590,35,5,98283,10,15,0,14,3,3,0,0,0,40,26,0
10591,26,5,104746,15,9,1,13,1,1,0,5013,0,60,28,1
10592,39,5,103710,15,9,0,0,0,1,1,0,0,60,28,1
10593,24,5,159580,4,13,0,5,5,4,1,0,0,75,28,1
10594,45,5,117409,1,10,1,8,1,1,0,0,0,40,28,0
10595,20,5,140001,1,10,0,2,5,1,0,0,0,40,28,1
10596,49,4,31650,4,13,1,14,4,1,1,0,0,45,28,1
